1000, 57.9247
1000, 3.0322
1000, 3.1281
1000, 3.3557
1000, 81.2514
2000, 4.7659
2000, 3.9051
2000, 4.1492
2000, 4.1081
2000, 4.532
3000, 6.1649
3000, 9.8076
3000, 8.1025
3000, 11.5386
3000, 6.1198
4000, 16.7467
4000, 9.6255
4000, 11.9139
4000, 7.6732
4000, 8.7053
5000, 7.2118
5000, 12.1339
5000, 8.2399
5000, 8.2734
5000, 8.5871
6000, 9.3252
6000, 10.8429
6000, 8.7402
6000, 8.5559
6000, 9.0449
7000, 10.3458
7000, 10.9018
7000, 9.8236
7000, 9.8245
7000, 11.8996
8000, 13.137
8000, 11.174
8000, 10.9567
8000, 11.5176
8000, 13.4467
9000, 14.3571
9000, 13.9278
9000, 13.7796
9000, 12.9184
9000, 15.2049
10000, 29.2211
10000, 15.4044
10000, 14.7667
10000, 13.1955
10000, 16.3795
11000, 14.1397
11000, 13.9626
11000, 17.4322
11000, 14.2254
11000, 12.6778
12000, 16.9386
12000, 13.9987
12000, 19.0212
12000, 17.2742
12000, 18.8691
13000, 23.0812
13000, 16.4192
13000, 16.8918
13000, 14.4677
13000, 14.7145
14000, 17.164
14000, 19.7464
14000, 63.389
14000, 23.079
14000, 22.6622
15000, 20.7509
15000, 20.6563
15000, 19.5027
15000, 17.9471
15000, 16.8498
16000, 18.284
16000, 20.6929
16000, 19.6955
16000, 20.4952
16000, 23.1749
17000, 23.6961
17000, 24.1946
17000, 23.0415
17000, 20.0378
17000, 19.824
18000, 19.6911
18000, 23.6738
18000, 17.9275
18000, 20.4251
18000, 18.9356
19000, 19.6991
19000, 20.5836
19000, 22.755
19000, 20.6157
19000, 18.6946
20000, 19.6973
20000, 19.0351
20000, 22.5774
20000, 23.3182
20000, 18.9967
21000, 20.3149
21000, 37.5829
21000, 22.9795
21000, 22.1369
21000, 24.2468
22000, 22.9955
22000, 22.0058
22000, 23.0223
22000, 25.5347
22000, 27.4428
23000, 24.0023
23000, 21.9464
23000, 22.1347
23000, 21.4412
23000, 22.8728
24000, 21.165
24000, 22.3574
24000, 24.469
24000, 25.3245
24000, 25.7016
25000, 22.5386
25000, 26.1425
25000, 24.5534
25000, 22.0058
25000, 22.8947
26000, 24.3579
26000, 25.2866
26000, 26.786
26000, 23.2499
26000, 24.3352
27000, 24.3798
27000, 23.486
27000, 24.9925
27000, 24.3343
27000, 30.4679
28000, 28.4009
28000, 28.3487
28000, 25.7516
28000, 25.4847
28000, 25.0621
29000, 26.6561
29000, 32.9919
29000, 26.9725
29000, 26.4946
29000, 26.1438
30000, 26.2795
30000, 28.782
30000, 32.1704
30000, 28.4969
30000, 29.4166
31000, 27.2112
31000, 26.4058
31000, 27.9181
31000, 26.7302
31000, 34.2838
32000, 28.7334
32000, 28.7887
32000, 30.1493
32000, 27.309
32000, 27.9533
33000, 29.405
33000, 30.5398
33000, 30.6442
33000, 29.8499
33000, 29.6098
34000, 29.2649
34000, 33.5167
34000, 34.9965
34000, 30.1444
34000, 32.8464
35000, 30.9976
35000, 30.995
35000, 32.053
35000, 35.038
35000, 32.7496
36000, 31.6505
36000, 32.3145
36000, 31.4591
36000, 32.6354
36000, 41.1681
37000, 37.7708
37000, 39.184
37000, 38.8958
37000, 35.3557
37000, 41.7549
38000, 34.8581
38000, 31.1846
38000, 33.4167
38000, 32.2311
38000, 34.4485
39000, 33.8576
39000, 34.6582
39000, 32.2427
39000, 33.2034
39000, 33.3047
40000, 37.9372
40000, 37.2487
40000, 33.6916
40000, 34.7394
40000, 35.4302
41000, 34.8528
41000, 40.5322
41000, 38.8021
41000, 37.9609
41000, 37.5378
42000, 35.6511
42000, 42.6451
42000, 35.1375
42000, 37.6922
42000, 34.7354
43000, 37.3415
43000, 42.4381
43000, 35.2191
43000, 36.4387
43000, 34.6024
44000, 36.059
44000, 37.6664
44000, 40.7972
44000, 37.8002
44000, 37.9078
45000, 42.032
45000, 46.9746
45000, 41.1538
45000, 41.1002
45000, 42.3944
46000, 47.4735
46000, 47.7435
46000, 40.1836
46000, 42.36
46000, 40.9557
47000, 42.2203
47000, 42.1329
47000, 37.1969
47000, 45.5574
47000, 43.9513
48000, 55.3137
48000, 43.7862
48000, 40.658
48000, 38.7668
48000, 44.464
49000, 42.6264
49000, 46.0514
49000, 48.8181
49000, 49.5
49000, 43.8531
50000, 43.9562
50000, 41.9249
50000, 44.3779
50000, 42.5644
50000, 42.0945
51000, 41.231
51000, 41.2082
51000, 52.2622
51000, 46.7194
51000, 46.6011
52000, 46.5083
52000, 52.1141
52000, 45.8425
52000, 42.1043
52000, 42.8241
53000, 45.5167
53000, 47.391
53000, 46.2794
53000, 48.4651
53000, 50.8914
